PATH	START_TIME/END_TIME	TRANSCRIPT
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111840563273729.wav	0/3.725	然后呢他把他的内心反应在这个外在
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111840563273728.wav	0.28682193396226413/3.525	再一个呢就是说装饰它除了外在的美
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111840559079424.wav	0.35182783018867925/2.2583136792452834	它还有其他的一些作用吗
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111840554885120.wav	0.4614091981132076/2.1407724056603774	比如像您今天我看戴了好
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111840412278784.wav	0.44640330188679245/2.6717570754716986	那么到底什么是装饰呢
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844610777088.wav	0.36650943396226415/3.5211084905660375	或者是一个寺庙宫殿里的次要建筑
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844136820737.wav	0.3828419811320754/3.6325471698113208	都是因为下雨打雷而引起的这个火
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111843880968192.wav	0.41073113207547174/4.132665094339623	宫殿寺庙中主体大殿房屋的建筑上
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842811420672.wav	0/3.051297169811321	体现了承前启后每个时代的变化
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842803032064.wav	0.8962264150943395/5	一个蝴蝶主题能够组合成这么漂亮的图案
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842798837761.wav	0.8238797169811322/2.912441037735849	我们的图案会从自然界中
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842794643456.wav	0/2.775	你看它都有蓝印花布博物馆
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111842798837760.wav	0.005424528301886361/2.9889150943396228	像这个蓝印花布的蝴蝶就是自然界中
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845445443584.wav	0.46898584905660373/3.7228773584905652	就是咏智化寺所失藻井
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845441249280.wav	0.4829009433962264/3.097995283018868	所需要在心中反复去思考的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845437054976.wav	0.4962558962264151/4.525	实际上是每一个知识分子和每一个年轻学子
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845432860672.wav	0.5683372641509434/2.891254564820451	包括龙门石窟的帝后礼佛
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845428666369.wav	0.391563679245283/6.149	所以我们的祖先优秀的这些作品大量地流失散失到国外
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845428666368.wav	0.5065448113207548/3.025	曾经我们的国家积贫积弱
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845424472064.wav	0.533254716981132/3.719339622641509	实际上呢是有一种心潮澎湃的感觉
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845420277760.wav	0.24525353773584904/4.425	那么我们只有对自己的文化有自信有热爱
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845416083456.wav	0.3849056603773585/3.0830188679245283	这种历经沧桑的中国文化史
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845411889153.wav	0.39905660377358493/4.611320754716981	实际上呢我们好像就翻开了尘封已久的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845411889152.wav	0.4150943396226416/4.306603773584906	当我们在学习中国传统文化艺术的时候
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845407694848.wav	0.43160377358490565/6.1	那么我们才知道原来这个藻井被这个国外的这些探宝者
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845403500544.wav	0.3162735849056604/3.6854658018867923	所以呢他在他的考察报告里边记述这件事
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845399306240.wav	0.5233490566037733/7.747435141509434	那么他非常诧异的发现就是这两个啊这个庙宇殿堂里边藻井都没了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845395111936.wav	0.3444575471698113/3.081397405660377	他也来到了这个智化寺进行考察
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845390917632.wav	0.3436910377358491/4.900560141509434	啊我们中国的一个著名的建筑史学家叫刘敦桢先生
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845386723329.wav	0.41008254716981124/5.255365566037735	然后呢它的层层的这种斗拱的叠落也做得特别精美
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845386723328.wav	0.36403301886792455/3.570990566037736	那么在这些岔角里边又有很多精美的图案
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845382529024.wav	0.48422759433962265/5.518867924528302	而且呢它用的这个结构是非常复杂的斗八藻井
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845378334720.wav	0.5902122641509435/6.5	那么这两座藻井实际上它的雕刻以及它的结构是非常精美的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845374140417.wav	0.4134728773584906/4.081220518867924	然后在观音像的上方就高悬着
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845374140416.wav	0.39168632075471693/4.415860849056604	那么世界上没有任何一尊雕像可以与它比美
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845369946112.wav	0.5532724056603773/9.575	然后在这个壁画前面端坐的是啊就是辽金时代的那个最美的木雕水月观音像
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845365751808.wav	0.35701650943396224/4.325	运到了国外又拼成一个整幅作为这个展厅的背景
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845361557504.wav	0.40666273584905654/5.237323113207547	是我们山西洪洞广胜寺的炽盛光佛会的壁画
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845357363201.wav	0.4515919811320755/2.6637382075471696	可以说是最精彩的文物
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845357363200.wav	0.5380011792452831/5.775	那么这个展厅里包括了我们中国啊三个门类的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845353168896.wav	0.42122641509433956/4.7	现在呢在纳尔逊阿特金斯博物馆有一个最著名的展厅
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845348974592.wav	0.5058962264150944/6.254716981132075	另外一个万佛阁的藻井呢收藏在这个纳尔逊阿特金斯博物馆
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845344780288.wav	0.49820165094339613/3.2054834905660377	它收藏在美国的费城博物馆
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845340585984.wav	0.4075471698113208/4.559433962264151	于是呢他们就把这个藻井这两处藻井都拆下来
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845336391681.wav	0.5150943396226416/5.187735849056605	那么在京城呢可能也是一个这个行当里有头有脸的人物
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845336391680.wav	0.3796580188679245/3.3321049528301887	啊他帮人介绍生意买卖从中获佣金
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845332197376.wav	0.39171580188679245/7.491921681384592	于是呢他就开始啊勾结住在智化寺附近不远的一个地方
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845328003072.wav	0.31055424528301884/5.6574882075471695	为这个智化寺啊这两处精美的藻井啊非常惊叹
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845323808769.wav	0.33151533018867924/4.08528891509434	他在一个非常偶然的机会参观了这个智化寺
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845323808768.wav	0.4483195754716981/2.7782724056603776	所以他来到当时的北平的时候
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845319614464.wav	0.4308962264150944/4.016745283018868	然后呢把它购买回去作为这个博物馆的藏品
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845315420160.wav	0.41674528301886793/5.7	他为阿特金斯博物馆在世界各地搜罗珍贵的艺术品
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845311225856.wav	0.4798349056603773/7.6219929245283025	就是受雇于美国的密苏里州堪萨斯的纳尔逊阿特金斯博物馆
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845307031552.wav	0.29268867924528297/3.4	但是同时呢他还有另外一个身份
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845302837249.wav	0.49304245283018866/5.556721698113208	啊在燕京大学学社啊就是学习和任职
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845302837248.wav	0.4346108490566038/8.775	那么他呢实际上是当时跟这个燕京大学啊就是作为一种啊类似于交换的访问学者
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845298642944.wav	0.3419811320754717/7.25	现在呢我们只能通过国外博物馆的这个照片来看到啊这两座藻井
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845294448640.wav	0.4410377358490566/4.493071933962264	这两件文物的流失啊确实令人唏嘘不已
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845290254338.wav	0.44840801886792453/4.225	在中国兵荒马乱民不聊生的时节
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845290254337.wav	0.4377948113207547/7.425	这两座藻井已经早在啊1930年代就被无良的文物贩子
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845290254336.wav	0.4622641509433962/2.75377358490566	但是呢非常令人痛心的是
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845286060032.wav	0.4973466981132076/5.882900943396226	但实际上呢在北京智化寺还有两座更加华美的藻井
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845281865728.wav	0.7160082547169812/4.075	那么这个藻井啊已经是如此的华美了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845277671424.wav	0.2199882075471698/7.098850235849056	同样也是加强啊这个空间以及这个陈设它本身的这个主题意义
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845273477120.wav	0.30742924528301885/3.175471698113207	还有一身佛像正坐在这莲花上
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845269282817.wav	0.4292452830188679/5.415094339622642	而且呢也彰显了就是这个空间里边这个位置是最重要的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845269282816.wav	0.496314858490566/4.625	就使人们在观赏经橱的时候显得更加庄严
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845265088512.wav	0.324941037735849/4.170076650943396	形成一个穹窿状的这个样子罩住下边的经橱
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845260894208.wav	0.49068396226415095/2.789504716981132	然后里边呢一层层的叠进去
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845256699904.wav	0.5362617924528301/4.25	啊最外侧的四个斜板上画的都是佛像
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845252505600.wav	0.5405070754716982/4.334551886792453	那么我们可以看到这个藻井它的构造也非常华美
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845248311297.wav	0.33018867924528295/5.514150943396226	因为呢是存储非常重要的佛教经典经卷的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845248311296.wav	0.410377358490566/2.071698113207547	这是一种修行的方式
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845244116992.wav	0.2977594339622642/5.05	那么就等于呢你把一年的所要诵的经文都诵完了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845239922688.wav	0.5794811320754718/2.914652122641509	那么这个经橱呢是个八面体
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845235728384.wav	0.4952830188679245/5.6	那么藏殿呢它最主要的一个东西呢就是这个转轮藏
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845231534080.wav	0.6334905660377358/6.583490566037736	比如说我们现在身处的啊就是这是北京智化寺的藏殿
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845227339776.wav	0.3730542452830189/8.55	实际上呢这就是以壮观瞻来代表它所罩住的下方的这个额人物也好
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845223145472.wav	0.3727594339622642/5.45	那么这个藻井呢它层层叠落上边形成一个穹窿状的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845218951169.wav	0.4877063679245283/5.708225235849056	那么在故宫太和殿就是皇上的宝座上方就是有一个金龙藻井
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845218951168.wav	0.42340801886792456/1.9268867924528303	是位于藻井的下方
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845214756864.wav	0.5150943396226415/4.8	还有这个皇帝的宝座等等这些非常重要的东西
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845210562560.wav	0.40153301886792453/5.541155660377358	另外呢藻井的这个部位啊就是它处于这个屋顶的部位
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845206368256.wav	0.5343750000000002/2.85	啊认为有这样的一个结构
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845202173952.wav	0.4186320754716981/3.55	带有一点迷信的啊这种厌胜的这种感觉
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845197979648.wav	0.4261497641509434/6.125	实际上呢人们是通过藻井的装饰来做一种吉祥的寓意
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845193785344.wav	0.6926591981132075/4.565005896226415	啊就是天上星宿的这种保佑概念结合在一起
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845189591040.wav	0.5310141509433963/5.098674528301883	所以呢用这样的纹样以及呢把天井跟天上的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845185396736.wav	0.5090212264150943/4.85	那么中国古人呢把它跟中国的阴阳五行相结合
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845181202432.wav	0.46037735849056605/2.9780660377358488	其中呢有一个星宿叫做井宿
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845177008128.wav	0.46031839622641507/5.231456367924529	啊我们中国古代的天文学里认为啊天上有二十八星宿
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845172813825.wav	0.4160082547169811/3.251326650943396	实际上呢上应天上的星宿
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845164425216.wav	0.6067216981132075/3.215212264150943	那么在这部书里边呢他解释说
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845160230912.wav	0.26002358490566035/3.601326650943396	比如说像莲花啊水藻啊这些植物
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845156036609.wav	0.29687500000000006/4.75	为什么要在这个藻井中画这些水生植物
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845156036608.wav	0.46989976415094337/6.325	汉代的应劭在风俗通这个典籍里边深入地解释了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845151842304.wav	0.32264150943396225/5.7	这两个赋中所描绘的这个景象实际上呢让我们看到了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845147648000.wav	0.5237323113207547/5.206515330188679	然后呢也是倒着种植着莲花荷花
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845143453696.wav	0.49837853773584906/3.588325471698113	啊那么莲花还有一个名字叫芙蕖
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845139259392.wav	0.5826650943396228/4.386173349056604	另外呢王延寿的鲁灵光殿赋里也说到
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845135065088.wav	0.41022995283018865/2.6376768867924527	实际上呢它是莲花的纹样
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845130870785.wav	0.4481132075471699/4.744398584905661	那么就很生动地描绘出了藻井内部的花纹
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845130870784.wav	0.5707252358490567/5.975	然后呢披红葩之狎猎也就是它开放出了一朵啊莲花
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845126676480.wav	0.3982606132075472/4.275	所以呢让这个莲花的茎倒着长在藻井里
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845122482176.wav	0.43752948113207546/2.2648584905660374	那么这一句是什么意思呢
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845118287873.wav	0.4904775943396227/3.105070754716981	张衡的西京赋里有这样一句
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845118287872.wav	0.602122641509434/4.399292452830188	藻井这个名词最早出现于汉赋
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845114093568.wav	0.44534198113207557/4.042334905660377	就一定要用这个藻井来进行装饰
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845109899265.wav	0.47558962264150945/2.6703714622641512	啊顶棚中会有一个重要的部位
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845109899264.wav	0.4890035377358491/4.214504716981132	但是呢在房屋中啊非常重要的部位
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845009235968.wav	0.3265330188679245/3.2318396226415094	这个呢叫做天花啊也叫做平棊
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111845000847360.wav	0.49590212264150946/6.675	那么如果是这种棋盘格式的木板和支条构成的顶棚
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844996653057.wav	0.49439858490566035/5.375	但是呢地位比较尊贵的房屋啊就是比较正式的房屋
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844996653056.wav	0.4383254716981132/5.886084905660377	那么这种建筑呢在这个建筑术语上叫做彻上露明造
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844992458752.wav	0.4387676886792453/3.0532429245283024	有的是可以不做这种吊顶的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844988264448.wav	0.5300707547169811/3.875	古代的建筑像中国传统的木构建筑
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844984070144.wav	0.669428066037736/6.340330188679245	藻井和天花都是中国传统木构建筑中顶棚的装饰
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844979875841.wav	0.3988797169811321/4.125000000000001	留了一个这种类似于天井似的这种装饰
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844979875840.wav	0.5288915094339622/3.1810141509433967	那么我们依然在这个顶棚上
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844975681536.wav	0.46898584905660373/2.35064858490566	那么房屋呢到了地上
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844971487232.wav	0.5499705188679246/5.010170990566038	后来呢当然人们不再居住这种半地下的穴居了
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844967292928.wav	0.34581367924528306/2.6444575471698117	啊真的像坐在一个井口里一样
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844963098624.wav	0.4660377358490566/5.2	那么实际上呢有研究者认为呢这就是藻井的前身
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844958904321.wav	0.5778301886792454/4.3698408018867925	那么这个口呢用来通风啊用来呢出入
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844958904320.wav	0.580188679245283/4.046816037735849	那么在半地下的房屋中呢上边要留一个口
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844954710016.wav	0.3534198113207547/5.19003537735849	实际上呢居住的房屋是一种半地下的洞穴式房屋
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844950515712.wav	0.326002358490566/4.85	其实藻井的渊源来源于最早的原始人类
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844946321410.wav	0.6469634433962265/3.325	那么这个成语呢让我们联想到
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844946321409.wav	0.7417158018867924/3.282399764150944	有一个成语叫做坐井观天
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844946321408.wav	0.41497641509433963/7.65	啊在智化寺的如来殿中的这个天花啊圆光中呢装饰的是六字真言
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844942127104.wav	0.5505601415094339/6.225	啊有的像故宫太和殿啊那平棊的圆光中装饰的肯定是龙纹
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844937932800.wav	0.482370283018868/5.05	那么圆光中的这个装饰图案啊它也是不一样的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844933738496.wav	0.36208726415094344/3.368632075471698	其中圆光是图案装饰最突出的部分
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844929544192.wav	0.4642688679245283/2.7746462264150944	啊这些部分呢都有图案装饰
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844925349889.wav	0.5571933962264152/3.5465801886792447	那么在圆光中实际上是图案的主体
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844925349888.wav	0.41667452830188684/3.8611839622641515	那么它云头呢中间还有一个这个向下的这个岔角
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844921155584.wav	0.574941037735849/4.845931603773585	然后呢圆形的四周啊有一些由云头构成的图案
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844916961280.wav	0/4.165330188679245	两根支条互相交在一起钉的那个钉头的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844912766976.wav	0.6/5.132	那么一个圆形的这个圆圈呢实际上是遮蔽这个支条
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844908572672.wav	0.45035377358490564/5.605896226415094	每两个支条的交点上我们可以看到啊一个圆形
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844904378368.wav	0.48620283018867966/3.246580188679246	现在我们现代的建筑呢也叫做天花板
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844900184064.wav	0.421875/2.4625000000000004	那么木板呢叫做天花板
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844895989760.wav	0.5163030660377359/5.175471698113207	那么中间呢支条构成的这个方格中间呢又铺设木板
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844891795456.wav	0.469811320754717/3.8710495283018864	因此它又有一个名字呢叫做平棊
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844887601152.wav	0.44068396226415085/5.05	那么所以呢勾勒出来的这个样子呢就像方形的棋盘
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844883406848.wav	0.49672759433962255/4.8954599056603785	它是由方形的木条横竖交织而成
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844875018240.wav	0.6309551886792455/6.455748820754717	那么天花啊它的这个样子啊有点像方形的棋盘格子
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844866629632.wav	0.4690448113207547/4.472287735849057	那么这种顶棚结构呢实际上呢又叫做承尘
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844732411904.wav	0.8419811320754718/6.876179245283019	啊天花是中国传统建筑装饰室内顶棚的一种结构
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844728217600.wav	0.4434575471698114/4.564367924528301	在建筑色彩上运用的巧妙之处和优美之处
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844724023296.wav	0.22351415094339622/2.830033018867924	那么这是中国古代的建筑工匠
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844719828992.wav	0.203125/2.9625589622641506	那么在对比之中又取得一种和谐
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844715634688.wav	0/2.35	因为屋檐的彩画一般都是青绿色
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844711440384.wav	0/5.654009433962263	然后呢映衬的就是底下的这个屋檐部分的青色和绿色
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844707246080.wav	0.234375/3.334316037735849	而且是很大部位的空间上边是黄色
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844703051776.wav	0.1910082547169811/4.732075471698113	实际上琉璃瓦它起到了丰富屋顶色彩的作用
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844698857472.wav	0.12547169811320755/3.8	啊我们现在看到的就是在屋顶装饰中
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844690468864.wav	0.17025353773584906/5.509404481132076	所以呢用这样的色彩寓意来起到以厌火祥的目的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844686274560.wav	0.11426886792452828/4.787264150943396	所以呢在文渊阁的顶上用的是黑色的琉璃瓦铺设
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844682080257.wav	0.1288325471698113/4.430719339622642	文渊阁呢等于就是故宫里边的皇家的藏书楼
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844682080256.wav	0.12272995283018868/4.22084316037736	跟其他的屋顶上的金黄色截然不同
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844677885952.wav	0.22482311320754716/2.7704009433962264	那么在故宫里边有一处建筑
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844673691648.wav	0.22641509433962265/4.250943396226415	色彩在中国传统建筑中都是有这个象征意义的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844669497344.wav	0.035288915094339623/3.9926886792452825	比如说青色的啊深青色的琉璃瓦
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844665303040.wav	0.21379716981132077/3.1807783018867926	此外呢还有一些特殊颜色的琉璃瓦
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844661108736.wav	0.05837264150943396/3.7309846698113205	而且是特别高等级的建筑才能够用黄色
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844656914432.wav	0.17405660377358487/3.326415094339623	比如说关公庙也是用黄色琉璃瓦的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844652720129.wav	0.47865566037735846/3.6793632075471696	那么否则呢就是僭越是有杀头之罪的
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844652720128.wav	0.2458431603773585/6.621904481132075	那么别的人员他不能用黄色琉璃瓦来作为啊这个建筑的装饰
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844648525824.wav	0.2258549528301887/3.767452830188679	因为呢在中国古代传统的色彩观中
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844644331520.wav	0.2918632075471698/3.8282724056603765	那么在皇宫中用的都是黄色琉璃瓦
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844640137216.wav	0.29304245283018865/3.2028301886792447	琉璃瓦呢最常见的是黄色和绿色
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844635942913.wav	0.26400353773584906/4.294457547169811	说明呢琉璃瓦最大的特色就是它颜色的丰富
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844635942912.wav	0.44752358490566035/3.3	古时候呢实际上呢它是流离失所
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844631748608.wav	0.15919811320754715/3.431603773584906	现在我们看到琉璃呢是王字旁啊这两个字
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844627554304.wav	0.17013561320754716/4.86939858490566	那么在汉代的这个古籍里边呢把琉璃这个词二
/data/local-files/?d=label-studio/data/xutangx/zxr/20210331_1377111844623360000.wav	0.36945754716981133/5.492128537735849	琉璃釉呢它实际上呢在很早时候北朝的时候就开始使用了
